pair,lambda,beta,seed,block,domain,batch,images,selected,unselected,coverage,updated,confidence_mean,original_selected_proxy_pre,original_selected_proxy_post,hard_all_pre,hard_selected_pre,hard_unselected_pre,soft_all_pre,soft_selected_pre,soft_unselected_pre,true_all_pre,true_selected_pre,true_unselected_pre,hard_all_post,hard_selected_post,hard_unselected_post,soft_all_post,soft_selected_post,soft_unselected_post,true_all_post,true_selected_post,true_unselected_post
l07_b00005,0.7,0.0005,202,1,gaussian_noise,10,64,21,43,0.328125,True,0.7465449571609497,2.455613613128662,1.7003669738769531,3.30489593236804,2.455613373644071,3.719661833140211,3.572309238970673,2.5227686181140108,4.084875588691369,4.337345378229896,3.333821919345915,4.827438230243005,3.2759100558714476,1.7003669489009137,4.045361340671011,3.396531885558174,1.8030583291170281,4.174739901494547,4.244128207584238,2.9878493457334483,4.857659744767182
l07_b00005,0.7,0.0005,202,1,gaussian_noise,11,64,27,37,0.421875,True,0.7842053174972534,2.5967438220977783,2.1870498657226562,2.9744682976510637,2.5967441066142207,3.25010486948876,3.2157205400052797,2.6264640848951775,3.6457184937342735,4.435075563515447,3.723615495261236,4.954249126836086,2.872358618107344,2.187050193473272,3.3724485495970735,3.067646349796954,2.2209270675262207,3.6855225828053264,4.220746754355449,3.365767740742051,4.844650358884145
l07_b00005,0.7,0.0005,202,1,gaussian_noise,12,64,23,41,0.359375,True,0.7216532230377197,3.8184890747070312,1.90718412399292,3.7755871068652658,3.8184886233073128,3.751520402519727,3.996061854223766,3.851452303593817,4.077184285064957,4.941665520439989,4.363544435775013,5.265977348422782,3.003096513322471,1.9071843120320835,3.617876528680493,3.1290774810731823,1.963973953809525,3.7826721427088925,4.33923154299884,3.625020246297884,4.739886660660354
l07_b00005,0.7,0.0005,202,1,gaussian_noise,13,64,24,40,0.375,True,0.7361816763877869,2.6499860286712646,2.3688509464263916,3.405857176364994,2.649986301902434,3.8593797010425304,3.495512325356189,2.712745120550117,3.9651726482398324,4.239443698859437,3.6346452255234127,4.602322782861051,3.418108332642089,2.3688505824052517,4.047662982784192,3.4627723515709743,2.4195426675101763,4.0887101620074535,4.213516563011591,3.5018945495926563,4.6404897710629545
l07_b00005,0.7,0.0005,202,1,gaussian_noise,14,64,23,41,0.359375,True,0.7067301869392395,3.5986685752868652,2.6806833744049072,3.824044731111341,3.5986686070804903,3.9504752397140126,3.9693509496162585,3.6061679575862544,4.173087750023333,4.503337945214723,3.8280855767176747,4.882138054371603,3.4307748940484615,2.6806837767344196,3.8515577159563392,3.5177614310260896,2.7117217820895725,3.969930014575844,4.13250954964338,3.304516021970277,4.5969937237039025
l07_b00005,0.7,0.0005,202,1,gaussian_noise,15,64,24,40,0.375,True,0.7038108110427856,2.9425277709960938,2.547434091567993,3.6999915027663914,2.9425277880022676,4.154469731624866,3.788760230714867,2.99476265890072,4.265158773803356,4.786959575456461,3.976061670041556,5.273498318705404,3.5342892921953695,2.5474343384534737,4.126402264440507,3.6382434089690756,2.610560257121245,4.254853300077774,4.834489789897832,3.949343661862674,5.3655774667189275
l07_b00005,0.7,0.0005,202,1,gaussian_noise,16,64,32,32,0.5,True,0.7934125661849976,3.0109782218933105,2.700260639190674,3.467493238170775,3.010978267344452,3.9240082089970985,3.4611801728324236,3.036519718895546,3.8858406267693018,4.3097996392856865,4.053031418987356,4.566567859584016,3.2450293630888156,2.7002607262454816,3.7897979999321496,3.248307574919882,2.7295194501068023,3.767095699732962,4.279329590854741,3.9614651561476175,4.597194025561864
l07_b00005,0.7,0.0005,202,1,gaussian_noise,17,64,25,39,0.390625,True,0.7405945658683777,2.8229904174804688,2.18033766746521,3.3159323504308107,2.8229907053585337,3.631920584451501,3.3741115140701416,2.825332031288906,3.725893233801703,4.355135136597963,3.9588536335404205,4.609161741122029,3.0624947265823503,2.180337170985597,3.6279803391443712,3.1161365922494237,2.2003232176953698,3.7031964477327928,4.544606543226087,3.986431608823198,4.902410988356144
l07_b00005,0.7,0.0005,202,1,gaussian_noise,18,64,18,46,0.28125,True,0.719706654548645,3.309358835220337,2.930429220199585,3.489878435018244,3.3093587967222184,3.5605165543514707,3.5136879924530717,3.3284772494853083,3.586161761440457,4.247911457535583,4.067980176455304,4.318319350132213,3.3881290429407387,2.9304296530186993,3.56722880421458,3.4274619004688414,2.9660063832300687,3.6080314506927094,4.417246008305403,3.987110640297319,4.585559847960741
l07_b00005,0.7,0.0005,202,1,gaussian_noise,19,64,22,42,0.34375,True,0.7145636677742004,2.4664201736450195,1.7957947254180908,3.3262874937572295,2.4664200581348883,3.776694245749884,3.387773182579709,2.4817254872821226,3.8623695944022542,5.123294763681736,4.06036958671525,5.680065094473704,3.247076485345172,1.7957944734087967,4.007271824930892,3.326980267956831,1.8299509876851978,4.1111384623848295,5.573501514499224,4.223893637640054,6.280438973806409
l07_b00005,0.7,0.0005,202,1,gaussian_noise,20,64,21,43,0.328125,True,0.7276046872138977,4.3852667808532715,3.063271999359131,4.010128810204408,4.385266623658753,3.826921971075543,4.1883995939065155,4.387338561534515,4.091243353902143,6.0160080489907015,5.390889078222885,6.321298709133123,3.271814688836794,3.0632721140146644,3.373661062587136,3.4909571020679153,3.0741454627958538,3.6945162747356664,5.085313819232733,4.290805108194163,5.47332970136785
l07_b00005,0.7,0.0005,202,1,gaussian_noise,21,64,19,45,0.296875,True,0.7244604229927063,2.6610050201416016,2.1490089893341064,3.4490384213502105,2.6610053427082665,3.781763498999031,3.428805156957875,2.690302852860397,3.7406172409101437,5.050373901621002,4.544949937254636,5.263775131020134,3.590527351381488,2.149009085676419,4.199168396901407,3.60672282089985,2.20420527242373,4.198896896923101,5.349889992463168,4.384652711720089,5.757434622110246
l07_b00005,0.7,0.0005,202,1,gaussian_noise,22,64,20,44,0.3125,True,0.6833100318908691,2.554318904876709,1.5673763751983643,3.3458597510308,2.5543187352666386,3.705651121832692,3.5030280810514793,2.5752359042864543,3.9247517977628545,4.812950594363499,4.184906713927699,5.098425085470681,2.827534590380658,1.5673763230947544,3.400333802783341,3.037121260524249,1.61253648136181,3.6846597965071752,4.536172371996493,3.8250011342150847,4.859432025533496
l07_b00005,0.7,0.0005,202,1,gaussian_noise,23,64,24,40,0.375,True,0.7570937871932983,1.883872628211975,1.4802762269973755,3.116553282664478,1.8838729419402807,3.856161487098997,3.2058445217188627,1.9140566639001795,3.980917236410073,5.380247210247996,5.220518140305333,5.4760846522135935,2.9682982754502945,1.4802763035107853,3.861111458613999,3.052365083378781,1.5227706196872786,3.9701217615936826,5.482936119505254,5.603451772117039,5.410626727938182
l07_b00005,0.7,0.0005,202,1,gaussian_noise,24,64,26,38,0.40625,True,0.7151626348495483,1.4479694366455078,0.7152112126350403,2.658979024762633,1.4479694726914016,3.487564507758739,2.970085034801217,1.4887305545708176,3.983643363379911,5.7476105136693185,4.194889722761038,6.809998423238142,2.411104258329849,0.7152111581758197,3.5714521689615535,2.737330961652318,0.7938700522426062,4.067067373353699,5.486880961665427,3.9596606315201823,6.531821187554278
l07_b00005,0.7,0.0005,202,1,gaussian_noise,25,64,20,44,0.3125,True,0.6909053325653076,3.26153564453125,2.234628677368164,3.301620802557013,3.261535508840467,3.319841390609989,3.914064209214183,3.2705226132876093,4.206583116453535,5.356687900558031,4.385764489977744,5.798016723549072,2.990959638460292,2.2346284971698305,3.3347465208650466,3.5104256427722986,2.268967032475935,4.074725011088828,4.631712079797391,3.2407413200601125,5.263971516041608
l07_b00005,0.7,0.0005,202,1,gaussian_noise,26,64,20,44,0.3125,True,0.7183232307434082,2.0708956718444824,1.501657485961914,3.286969263695784,2.0708956626660275,3.839729991436582,3.522405535754576,2.100439235247948,4.168753854166679,4.308196359321148,2.8294268162406135,4.980364333448662,3.360785046497395,1.5016574865749226,4.205843028280337,3.5742619536679774,1.5492029474556561,4.494743320128123,4.50735676523581,2.743854272233521,5.3089488075095765
l07_b00005,0.7,0.0005,202,1,gaussian_noise,27,64,33,31,0.515625,True,0.7620903849601746,3.238964080810547,2.162921667098999,3.7493849214327133,3.2389642962177128,4.2927359095648105,3.8723292862596788,3.2847674653813606,4.49779832138821,4.5068188013203985,4.180989515166885,4.853669331741879,2.9186105180668847,2.162921956192391,3.723053180707475,3.098596316613634,2.214894970852757,4.039310652423601,3.780444793850506,3.002504119016935,4.608575189641083
l07_b00005,0.7,0.0005,202,1,gaussian_noise,28,64,23,41,0.359375,True,0.7432336211204529,2.010946273803711,1.4499800205230713,3.0517306141687133,2.0109461829517783,3.6355852950952867,3.29882838089073,2.026147991774452,4.012771038199862,4.138009476954261,2.872647153145392,4.847846878115334,2.774983606314399,1.449980149269967,3.5182782285588377,2.965168029913014,1.4731262259822058,3.802167090654687,3.9265491473037946,2.598450111773566,4.671580313576849
l07_b00005,0.7,0.0005,202,1,gaussian_noise,29,64,20,44,0.3125,True,0.7132551670074463,2.9558346271514893,2.147395133972168,3.496834530538389,2.955834734630977,3.742743528678122,3.7568892317623104,2.998802000042247,4.101474337089613,3.7383621749755442,2.728447757666205,4.197414182843426,3.1317656536719882,2.1473950334023817,3.5792068447036276,3.366200662416371,2.2113666389877236,3.8911252185203025,3.3360995299898213,1.9501775439959155,3.96606406907796
l07_b00005,0.7,0.0005,202,1,gaussian_noise,30,64,20,44,0.3125,True,0.673181414604187,4.024389266967773,2.65738582611084,4.874518077733526,4.024389169518754,5.260940308740241,4.969916757549507,4.0637356433518566,5.3818172640029855,6.173344384442615,4.716003929977222,6.835771863745065,3.695859401145347,2.6573859807348006,4.167892774059232,3.8727065239916154,2.7307133930797045,4.3917943107697575,4.408684370945187,3.045568922931527,5.028282301860487
l07_b00005,0.7,0.0005,202,1,gaussian_noise,31,64,20,44,0.3125,True,0.7226791381835938,3.315056324005127,3.052305221557617,4.007788180158972,3.31505640634038,4.322666259167423,4.037989804462267,3.3129447497076905,4.367555738441619,4.172690007577334,3.371945256373663,4.536664894488093,4.102599470671027,3.052305173469257,4.580005969399104,4.116736822896188,3.0593133656875175,4.597383848900129,3.9659058497913575,2.988357582283687,4.410245971385755
l07_b00005,0.7,0.0005,202,1,gaussian_noise,32,64,28,36,0.4375,True,0.7642050981521606,3.5097672939300537,2.9777286052703857,3.80861622207718,3.5097676914030846,4.041053968157032,3.9643533299348164,3.52514419827362,4.305960432337969,4.003870068778415,3.94375712976444,4.050624576900394,3.449235605536278,2.977728744082601,3.815963164444692,3.64183758214305,3.0010295135917056,4.140243857682986,3.789241648521174,3.4099001780138174,4.084285014471338
l07_b00005,0.7,0.0005,202,1,gaussian_noise,33,64,23,41,0.359375,True,0.7361451387405396,3.270388126373291,2.618147134780884,3.8245736606231775,3.270387537510729,4.135458558954551,3.9328234314584805,3.2878952520518077,4.294612410150029,3.6836280567558837,3.042101395819081,4.0435088665497,3.3897687325136894,2.6181470878191098,3.8226296551472347,3.48809344629428,2.652818966014643,3.9566620571828572,3.6415263770962296,3.017145400147282,3.991788876360274
l07_b00005,0.7,0.0005,202,1,gaussian_noise,34,64,27,37,0.421875,True,0.7261840105056763,2.770012855529785,2.2771029472351074,3.48114496348558,2.7700125944060834,4.000079394976022,3.5671277294586456,2.793296334020124,4.131815504508379,3.902935034230044,3.6761121986418384,4.068454400740356,3.1468782814979703,2.2771026945688884,3.781579385473247,3.238587269986313,2.304726819757506,3.9200530039370647,3.8462472094822937,3.4527216780981203,4.133414489141016
l07_b00005,0.7,0.0005,202,1,gaussian_noise,35,64,18,46,0.28125,True,0.6959243416786194,2.043804168701172,1.500993013381958,3.2347339495121092,2.0438041104575015,3.700749973489999,3.366550068595347,2.077298648905503,3.871039754560938,4.057953692312683,3.1833842758039648,4.400176507468269,3.142744636819917,1.5009930764229773,3.7851691604535014,3.300903934403585,1.552135512067594,3.9852046214046255,4.30962235382518,3.176623000991843,4.752969926673007
l07_b00005,0.7,0.0005,202,1,gaussian_noise,36,64,21,43,0.328125,True,0.7309067845344543,2.386434316635132,1.7554408311843872,3.0976164332951797,2.386434298026733,3.444937941216979,3.3572038375460416,2.4307566138287995,3.8096548072684153,4.205192736886666,3.4249507322023596,4.586241157779001,2.863391705176395,1.7554407734553752,3.4044840206680553,3.190907119729952,1.8188675530069258,3.860972954641197,4.503604275144239,3.4408961329739043,5.022601274808819
l07_b00005,0.7,0.0005,202,1,gaussian_noise,37,64,25,39,0.390625,True,0.7375885248184204,2.7445249557495117,2.261155128479004,3.54513780371395,2.7445249263490945,4.058351186640138,3.6404359895583283,2.7629329737050035,4.202937922797639,4.807127351963354,3.9418417341555863,5.361797619788844,3.364053772646226,2.2611549966841076,4.071040167493736,3.4503359381025698,2.2871696237829133,4.19595537035876,4.87181549490219,3.744339068165335,5.59455679409248
l07_b00005,0.7,0.0005,202,1,gaussian_noise,38,64,14,50,0.21875,True,0.620388388633728,2.6711387634277344,1.9193757772445679,3.4872633914373456,2.671138701698001,3.7157783045643624,3.7706586191789144,2.728902561814848,4.062350315240852,5.231887734148522,4.242681737460652,5.508865413221125,3.71355102128756,1.9193758201781663,4.21592007759819,3.949691711815014,2.002874228592792,4.494800607117236,5.658430918692021,4.028486881231783,6.114815249180889
l07_b00005,0.7,0.0005,202,1,gaussian_noise,39,64,20,44,0.3125,True,0.6890178322792053,3.4122283458709717,1.7260551452636719,4.26008570087737,3.412228273285092,4.645475440692042,4.281853818707599,3.480271588661187,4.646209377819606,5.688653475136506,5.308724917901219,5.861348273879818,3.184838550416676,1.7260552110635683,3.84792188648627,3.2979854083299696,1.8193830562048976,3.9700773865686387,4.665596938361337,3.733474982019607,5.089288736698486
l07_b00005,0.7,0.0005,202,1,gaussian_noise,40,64,23,41,0.359375,True,0.7281346917152405,3.389146327972412,3.1085164546966553,3.525945923190563,3.3891461653297372,3.6026872507710266,3.6038533708917333,3.3995433304792075,3.718466320391443,4.978314014778705,5.065497364094336,4.92940628223579,3.5764988480618967,3.108516539102271,3.8390255091855887,3.5568639742313963,3.1186639514318815,3.8026834992164895,4.838988724073284,4.760727432130727,4.882891400041058
l07_b00005,0.7,0.0005,202,1,gaussian_noise,41,64,17,47,0.265625,True,0.6896002292633057,3.4985098838806152,2.7977359294891357,4.209919398375208,3.4985096887963474,4.467237803967562,4.253164666618977,3.502469166536786,4.524692826223173,5.551296600207282,4.243781096302392,6.024227739917562,3.872360411365491,2.7977357338978504,4.2610544436410205,3.898542062013015,2.8090218813846173,4.2926238294743495,5.097136546715603,3.6354377925917922,5.625836096079534
l07_b00005,0.7,0.0005,202,1,gaussian_noise,42,64,24,40,0.375,True,0.7351397275924683,3.0971202850341797,2.4530394077301025,3.5830592240242956,3.097120514193076,3.8746224499230264,3.616955378139534,3.099862360443368,3.9272111887572327,4.849129015100302,4.272272757075253,5.195242769915331,3.239541793801177,2.453039590990023,3.7114431154878686,3.275057754118774,2.457712856976673,3.765464692404035,4.439326806261956,3.6512931215333206,4.912147017099137
l07_b00005,0.7,0.0005,202,1,gaussian_noise,43,64,18,46,0.28125,True,0.6994830369949341,3.5074779987335205,2.8877265453338623,3.650241783757913,3.5074780318646392,3.706105860585716,3.7470151355943457,3.5095226720259536,3.8399469691645858,4.549801126977066,3.7821627126973962,4.850181376043023,3.4413673759958225,2.887726326427483,3.658009525826911,3.5546760205671206,2.8981786899335678,3.8115662803802497,4.296943505509615,3.2675850429219904,4.699735947391729
l07_b00005,0.7,0.0005,202,1,gaussian_noise,44,64,18,46,0.28125,True,0.6715642809867859,3.2011518478393555,2.2807626724243164,3.415640906629265,3.2011521062581867,3.499571306774469,3.516357341794757,3.211832857756117,3.6355190964185735,4.484247920330959,4.092945008774181,4.6373664509401324,3.140429075785266,2.2807627141854048,3.476820260759125,3.2517125045622066,2.302598327593532,3.6231050085934275,4.330130715715984,3.475382380556485,4.6645974555610055
l07_b00005,0.7,0.0005,202,1,gaussian_noise,45,64,24,40,0.375,True,0.7491143941879272,2.4859933853149414,1.7652077674865723,3.346366443326359,2.4859933897193103,3.862590275490588,3.4295278615781695,2.4929561220316327,3.991470905306092,4.220063537712803,2.867023004898014,5.031887857401675,3.0078924461929994,1.7652079700412806,3.753503131884031,3.1128170964267468,1.7816999321931977,3.9114873949668763,4.020943565651395,2.4528121316415525,4.961822426057301
l07_b00005,0.7,0.0005,202,1,gaussian_noise,46,64,23,41,0.359375,True,0.734630823135376,2.270286798477173,1.80055570602417,3.167836923920463,2.270286972567648,3.6713405551671645,3.2384361574538714,2.310344981711898,3.7590726706749793,4.008610130415677,3.4179345837166277,4.339964705393194,2.9274905867466416,1.800555453844558,3.559673710081957,3.0404429785898834,1.8619478865261936,3.7015499814548805,3.948436338175013,3.2642295650553392,4.332259649925073
l07_b00005,0.7,0.0005,202,1,gaussian_noise,47,64,20,44,0.3125,True,0.6987746953964233,2.640719175338745,2.150334596633911,3.4438313422311966,2.6407192688385797,3.808882284682387,3.4381452516554756,2.652029042300007,3.7954708013625056,4.430041741189261,3.9062345769206837,4.6681359067658885,3.3218774094190087,2.1503346074642518,3.8543968648529887,3.3314397747649735,2.1791966706645973,3.855186640265145,4.324949849875899,3.590923127931533,4.65859835985061
l07_b00005,0.7,0.0005,202,1,gaussian_noise,48,64,22,42,0.34375,True,0.7440624833106995,2.5672335624694824,2.2617530822753906,3.182924636518557,2.5672335701477706,3.505429480808016,3.3618907183638065,2.6160266408349853,3.7525814256408085,4.5281980569660405,4.093946917210238,4.755662939695269,3.0547905745226918,2.2617531441655734,3.470191133281183,3.255077458783839,2.3155190805812436,3.7472270854613887,4.468325870100877,3.9130126237018246,4.759204237262286
l07_b00005,0.7,0.0005,202,1,gaussian_noise,49,64,23,41,0.359375,True,0.7149143218994141,3.010218381881714,2.2026760578155518,3.623021203027999,3.0102182749229978,3.966788699282024,3.654135323925586,3.0238648986707264,4.007701660044166,4.839109631306453,4.319149618666333,5.1307945164460325,3.1315803066012675,2.2026757937515478,3.65267308210233,3.2144177075558975,2.2285163669894916,3.7674843132394904,4.287059282045833,3.6759387084104373,4.629883018475447
l07_b00005,0.7,0.0005,202,1,gaussian_noise,50,64,24,40,0.375,True,0.7069922685623169,2.3957598209381104,1.9783411026000977,3.0077029452361423,2.3957599225431987,3.374868758851908,3.1359053906870185,2.4011911990415826,3.5767339056742804,3.965337809029061,3.0079903929472276,4.539746258678161,2.7672792539935998,1.9783411342832828,3.2406421258197895,2.9282790156120733,1.991825480641061,3.490151136594681,3.689876727975623,2.80133662654046,4.22300078883672
l07_b00005,0.7,0.0005,202,1,gaussian_noise,51,64,24,40,0.375,True,0.7505916953086853,2.5256898403167725,2.170459747314453,3.228672541221645,2.5256900137704963,3.6504620576923346,3.3794259696107067,2.573267488564696,3.8631210582383133,4.223796050713904,3.9393044133464357,4.394491033134386,3.119322251502156,2.1704595724544022,3.6886398589308085,3.2610466465882233,2.2297215373641444,3.87984171212267,4.079700547418755,3.697580811020096,4.308972389257948
l07_b00005,0.7,0.0005,202,1,gaussian_noise,52,64,22,42,0.34375,True,0.7244200706481934,2.634295701980591,1.831569790840149,3.7900927601890704,2.6342958629144935,4.395510182570991,3.787492121487136,2.689001092702528,4.362892184183837,3.7950597191970856,2.926795390926986,4.249864843529043,3.358691152817836,1.8315698645286311,4.1586118276359905,3.3848159815976766,1.916030969066651,4.154179559590118,3.5991816169331186,2.53552369623923,4.156335765868012
l07_b00005,0.7,0.0005,202,1,gaussian_noise,53,64,13,51,0.203125,True,0.6616886258125305,2.8371455669403076,2.0263988971710205,3.8934829937449598,2.837145402813547,4.162745516923555,3.860819336069288,2.8535414063642084,4.117576455405877,4.193934636112949,3.26788989031924,4.4299852575897765,3.6225460096299744,2.026398610173136,4.029407111452306,3.628131781718076,2.082666908210999,4.022073808298312,4.11905449139677,2.7588471353268096,4.465774013532251
l07_b00005,0.7,0.0005,202,1,gaussian_noise,54,64,22,42,0.34375,True,0.6982927322387695,3.0999443531036377,2.448035478591919,3.33073279283251,3.0999443356048357,3.4516219847136735,3.486706940456598,3.1464962353597357,3.6649125478882874,4.289837744769262,4.539707278775123,4.158953703147144,3.140414770528608,2.4480357912655712,3.503089473952104,3.279882571558466,2.514314555388518,3.6808943895522495,4.277338812254769,4.360125620683363,4.233974293554077
l07_b00005,0.7,0.0005,202,1,gaussian_noise,55,64,23,41,0.359375,True,0.7675174474716187,1.9048757553100586,1.3645001649856567,2.6739361510378683,1.904875639139331,3.1053603406394865,2.93200936909272,1.9540322779443406,3.480630664127176,4.106729653791934,3.024357242227918,4.713914177352237,2.4692221618870205,1.3645001282756066,3.08894427830318,2.7162817283151313,1.4391792272783244,3.432705082555291,3.9314503496543436,2.7869599178678928,4.573481567485768
l07_b00005,0.7,0.0005,202,1,gaussian_noise,56,64,13,51,0.203125,True,0.6460300087928772,2.18178391456604,1.2295018434524536,3.237586926236314,2.1817839349270964,3.5067131789229773,3.4209313140007396,2.2106759316728786,3.7294277840058805,3.738769519423282,2.9644328468416696,3.9361494555715364,3.179873793009741,1.2295018776831559,3.6770274184851464,3.339512913095672,1.2979452963603253,3.8599125016752702,3.859112595370229,3.0085725782735833,4.075916913453687
l07_b00005,0.7,0.0005,202,1,gaussian_noise,57,64,24,40,0.375,True,0.7014644145965576,4.084637641906738,2.951573133468628,4.013072098778576,4.084637393644914,3.970132921858773,4.053686555484071,4.072415728008675,4.042449051969309,4.711820180701107,4.617910323134526,4.768166095241055,3.4953355428307677,2.9515727100194504,3.821593242517558,3.575461360938155,2.9566328628763454,3.9467584597752405,4.2171605898194375,3.7651371949584296,4.488374626736042
l07_b00005,0.7,0.0005,202,1,gaussian_noise,58,64,20,44,0.3125,True,0.7209105491638184,2.4156949520111084,1.771243691444397,3.1195650592750344,2.4156949680703947,3.4395060098225985,3.12681540144653,2.4354762111900587,3.441060487926744,3.441564869016135,2.385063709359176,3.921792668860208,2.8918162354438053,1.771243482560466,3.401167486754413,2.968336061020409,1.8099529022401675,3.494873860465974,3.5275047428784845,2.4187773494167137,4.031471739906561
l07_b00005,0.7,0.0005,202,1,gaussian_noise,59,64,23,41,0.359375,True,0.7308155298233032,3.293592929840088,2.6054880619049072,3.463789836989199,3.2935938259496083,3.559265648060188,3.5911168047839874,3.3035951848133522,3.752409420865075,4.540522729386757,4.120745387267493,4.776007579843904,3.214508159082937,2.605487912360691,3.556153663341757,3.3514686152570254,2.6249422844050825,3.759032166710556,4.321633436597506,3.6519339803301283,4.697318497430426
l07_b00005,0.7,0.0005,202,1,gaussian_noise,60,64,28,36,0.4375,True,0.7695635557174683,2.6739654541015625,2.307111978530884,3.0769986753935643,2.6739654376487882,3.3904689714172793,3.1467055005215485,2.684354858817888,3.5063115551799515,3.9261534554303346,3.0120240830866583,4.637142967253192,2.9083380445393234,2.3071119927778434,3.375958307020474,2.9741206161129043,2.3275555044421155,3.477004591856852,3.8843475590422716,2.889715256845698,4.657950460750718
