pair,lambda,beta,seed,block,domain,batch,images,selected,unselected,coverage,updated,confidence_mean,original_selected_proxy_pre,original_selected_proxy_post,hard_all_pre,hard_selected_pre,hard_unselected_pre,soft_all_pre,soft_selected_pre,soft_unselected_pre,true_all_pre,true_selected_pre,true_unselected_pre,hard_all_post,hard_selected_post,hard_unselected_post,soft_all_post,soft_selected_post,soft_unselected_post,true_all_post,true_selected_post,true_unselected_post
l07_b00015,0.7,0.0015,202,1,gaussian_noise,0,64,24,40,0.375,True,0.7447217702865601,1.9374676942825317,0.7075977325439453,2.957342479587193,1.937467885209572,3.569267236213766,3.4431843443131447,2.0684791129008873,4.268007483160498,4.623171563935127,2.8179923839305356,5.706279071937881,2.514912149735865,0.707597828933603,3.5993007422172227,2.6858482468504525,0.8704390014981854,3.775093794061813,5.5439029180103905,4.848588895516104,5.961091331506962
l07_b00015,0.7,0.0015,202,1,gaussian_noise,1,64,22,42,0.34375,True,0.7277568578720093,2.4282267093658447,2.0756912231445312,4.147599427716922,2.428227222545375,5.0482229637591605,4.247145016296813,2.5338455370480655,5.144587600665206,6.545332260680733,4.487775886367462,7.623099885321018,4.089108148900965,2.075691059437561,5.143755195762749,4.110338392575963,2.1409361370557902,5.141930050229388,5.505249829342761,3.7998049403482175,6.3985781045303805
l07_b00015,0.7,0.0015,202,1,gaussian_noise,2,64,24,40,0.375,True,0.7550901174545288,4.751044750213623,4.184444904327393,5.430312406305918,4.751044853530597,5.83787293797111,5.644239006081479,4.7567137732188,6.176754145799086,6.852654195221136,6.5187732306642046,7.052982773955295,4.520029293918379,4.184445144728678,4.7213797834322,4.673622108441544,4.220363116095283,4.945577503849299,5.239188134807955,5.465601658102976,5.103340020830943
l07_b00015,0.7,0.0015,202,1,gaussian_noise,3,64,22,42,0.34375,True,0.7002378702163696,3.938443183898926,1.879188060760498,4.014860854612956,3.9384429908560943,4.054889259437979,4.294440540602437,3.9164914621921185,4.492413867388794,4.872009959782766,3.816767412825421,5.424756055808042,2.959912359281153,1.8791881487758686,3.5260059933553487,3.068124029344605,1.8821312756016753,3.6893583289242353,3.9922782587123233,2.7273817925598496,4.654843074315998
l07_b00015,0.7,0.0015,202,1,gaussian_noise,4,64,22,42,0.34375,True,0.7447453141212463,3.0356619358062744,2.5272915363311768,3.5472162429872656,3.0356616315931997,3.815173420384157,3.583730161610176,3.068153114168545,3.8537943293176977,4.538813084153295,3.876203211099814,4.885894446228927,3.255005461368338,2.527291579377302,3.6361889233636413,3.338460809186037,2.5691947982412944,3.741409672061854,4.445098020573706,3.652800851622145,4.860110823357855
l07_b00015,0.7,0.0015,202,1,gaussian_noise,5,64,17,47,0.265625,True,0.7151550054550171,2.9778645038604736,2.3876636028289795,3.408721893875682,2.977864270470906,3.5645640129795364,3.5318272335847904,2.9757785480835848,3.7329512262128848,4.1260152634303635,3.6149886682080448,4.310854670212904,3.1811678055129065,2.38766360227027,3.4681799641325832,3.306136144756918,2.396807199523581,3.635042358990252,4.045865601863717,3.245400815643454,4.3353954181561525
l07_b00015,0.7,0.0015,202,1,gaussian_noise,6,64,20,44,0.3125,True,0.7374541759490967,2.8394103050231934,2.569758892059326,3.40167240882941,2.83940990718069,3.6572462732151916,3.5278526006675355,2.8775507514118503,3.823444350329211,4.222912277619553,4.240809546243273,4.214777155517863,3.340063196851836,2.5697588282695545,3.690201546207419,3.4211504909793513,2.581699452755881,3.8027191447172926,3.8801708821095167,3.5073929260543117,4.0496154075891555
l07_b00015,0.7,0.0015,202,1,gaussian_noise,7,64,21,43,0.328125,True,0.7050162553787231,2.441422462463379,1.5658516883850098,3.3717969242610915,2.441422310014834,3.826165921916241,3.4321175813962737,2.483220938348738,3.89553222102414,4.000304876088578,3.9689159273791725,4.015634362667591,2.9764134876656057,1.565851736691553,3.6652924823273523,3.0661192793025793,1.6453350341247746,3.7599906548545317,3.8168671177460523,3.5660751434151203,3.939346919163484
l07_b00015,0.7,0.0015,202,1,gaussian_noise,8,64,17,47,0.265625,True,0.732489824295044,2.742476463317871,1.8817514181137085,3.6507687432233675,2.7424767070693585,3.979299905236519,3.7623792743650233,2.7732362563184827,4.12015440855207,4.205181153759683,3.4993161288114614,4.460494035123933,3.4519744289689664,1.8817514855410207,4.019927408506733,3.6062144387997987,1.9344350137603172,4.210900613814079,4.415353767614576,3.4116048768377443,4.778411877044492
l07_b00015,0.7,0.0015,202,1,gaussian_noise,9,64,17,47,0.265625,True,0.686799168586731,3.2198116779327393,2.0895025730133057,3.822013877829188,3.219811611809777,4.039831718729826,3.9011758689100886,3.2457162157912034,4.138257020038197,4.442559590769117,3.3862655976906177,4.824623375499638,3.540031352050765,2.0895027265029644,4.064690642142523,3.687326421349288,2.1390582736366435,4.247338304564499,4.862670562083996,3.697580487946187,5.284086120814693
l07_b00015,0.7,0.0015,202,1,gaussian_noise,10,64,22,42,0.34375,True,0.7451666593551636,2.2087996006011963,1.5692306756973267,3.2745545401444307,2.2087996279576387,3.832807113194655,3.4110735324849664,2.295753070187586,3.9952890127359746,4.033656162707752,2.9926514204855095,4.57894436101464,3.142257215115471,1.5692306192612202,3.9662235272296025,3.2342953212467123,1.6958332439562689,4.040156409351231,3.969762905393956,2.7180938589830386,4.62539907256158
