pair,lambda,beta,seed,block,domain,images,selected,coverage,student_audit_pre_ce,student_audit_post_ce,teacher_audit_pre_ce,teacher_audit_post_ce,hard_all_pre,hard_selected_pre,hard_unselected_pre,soft_all_pre,soft_selected_pre,soft_unselected_pre,true_all_pre,true_selected_pre,true_unselected_pre,hard_all_post,hard_selected_post,hard_unselected_post,soft_all_post,soft_selected_post,soft_unselected_post,true_all_post,true_selected_post,true_unselected_post
l07_b0002,0.7,0.002,202,1,gaussian_noise,6000,1714,0.2856666666666667,5.527081489562988,4.479026794433594,5.527081489562988,3.2197587490081787,3.5872992772822587,2.729719876827796,3.9302510020556936,3.764187937349211,2.767930645784014,4.162597876159931,4.563867848955673,3.6110341163867714,4.94491241676321,3.312511308426789,1.9552751843607303,3.8552790911260932,3.486248122364074,2.0138857551793437,4.075055657911122,4.353686247461529,3.164655500096997,4.829187577602173
l07_b0002,0.7,0.002,202,2,shot_noise,6000,1276,0.21266666666666667,4.390022277832031,3.9425549507141113,2.9367215633392334,2.5081276893615723,3.4259735882171154,2.1623079323286016,3.7673024148288303,3.7747370707584467,2.221298865916598,4.19433638265053,4.203518969753434,2.716021862636614,4.60530692671386,3.221658315971383,1.328673153939422,3.7329726823458116,3.565222883662403,1.4114578532361945,4.146976520161948,4.008913190294242,2.0530814926704313,4.537203039186707
l07_b0002,0.7,0.002,202,3,impulse_noise,6000,1976,0.3293333333333333,4.046128273010254,2.505478858947754,1.693772792816162,1.6095366477966309,3.0205623215690793,1.7206111601332938,3.6589081205246257,3.3462430677787234,1.7834082014345563,4.113678876898026,3.4062731526698613,1.9500074798834772,4.121377767338323,2.8018751351433973,1.1606537545354942,3.6078029303922095,3.1388829563902596,1.2395748536986793,4.071545185743778,3.197287479013625,1.4277078509135253,4.066246063786437
l07_b0002,0.7,0.002,202,4,defocus_blur,6000,2645,0.44083333333333335,2.7286217212677,1.9763944149017334,1.159343957901001,1.1396421194076538,2.2129689107108597,1.0388006082062606,3.1386545024022645,2.637215119390557,1.1131797612758005,3.838727346577896,2.645616530423802,1.2183689867293372,3.770823610325996,1.9943290924616859,0.6056282323516633,3.0891469091505117,2.428497040808629,0.6931442121880709,3.7966067969044204,2.4429231973384278,0.8231458794706735,3.719916045553096
l07_b0002,0.7,0.002,202,5,glass_blur,6000,1441,0.24016666666666667,3.1043365001678467,3.584847927093506,2.031728982925415,1.997234582901001,2.91450622453175,1.2578495892672443,3.4381390851187534,3.4911819503552235,1.3681689888871862,4.1622198265288235,3.425967105249168,1.6414420170730437,3.9900163818584646,2.737626309962058,0.6555912327127477,3.395711974870207,3.32493228811941,0.7920094649726619,4.125533689337761,3.2839200880846553,1.1748831198591605,3.9505404590460356
l07_b0002,0.7,0.002,202,6,motion_blur,6000,2618,0.43633333333333335,3.0546348094940186,2.1427478790283203,1.2646899223327637,1.2734836339950562,2.0751974871862737,0.7704804104747317,3.0851765844159638,2.556240113910735,0.8539469320978846,3.873982145249009,2.664295362915128,1.0204246419796577,3.9368126743903056,1.9132044877888572,0.42031896126382245,3.068844437062229,2.397126651425309,0.5148487614198313,3.8541945154212716,2.5111977395180713,0.6999881857568739,3.913251734712279
l07_b0002,0.7,0.002,202,7,zoom_blur,6000,2791,0.4651666666666667,2.09263014793396,1.9683258533477783,1.1802830696105957,1.1863834857940674,1.7448148170341629,0.6057331749178494,2.7355212249950944,2.2459105883932584,0.6891349140378614,3.5999027688625365,2.349531484072783,0.8719221739384885,3.6346694038561504,1.6017529795706904,0.3289127563188389,2.7087947567897364,2.109188407024911,0.42091641149024667,3.57754837571835,2.2176392980432142,0.6153296830927721,3.6112342295878332
l07_b0002,0.7,0.002,202,8,snow,6000,2044,0.3406666666666667,2.7706940174102783,2.7854764461517334,1.6463485956192017,1.6203765869140625,2.085271263866698,0.6056104971724975,2.849787595293124,2.8078425939584903,0.7230144098574596,3.8850389560167597,2.6373978471700235,0.9057294751382885,3.5321223548628593,1.9727571442927911,0.3030554125842513,2.835464510221066,2.6988773201708804,0.4326471895361986,3.869801078264227,2.5319794585345985,0.6335071612662294,3.512888805252634
l07_b0002,0.7,0.002,202,9,frost,6000,1999,0.33316666666666667,3.234311580657959,2.3744826316833496,1.812863826751709,1.80280339717865,2.159451620188197,0.6598488373630877,2.9086908011098154,2.8419084358393474,0.7848325173559169,3.869675184414299,2.7455056679832097,1.0632227512593861,3.586016427925956,2.031865922479567,0.32420549662850146,2.8850559227985575,2.7207215988944955,0.46166251121627777,3.849404207309581,2.6342891304058993,0.789967935843607,3.5557582801009793
l07_b0002,0.7,0.002,202,10,fog,6000,1803,0.3005,2.2477686405181885,2.6482627391815186,1.7327042818069458,1.6555181741714478,2.3341363983634196,0.8036816257162447,2.991608391473463,3.0004327129936375,0.929902789973626,3.8899169758492693,2.83233344458186,1.0740057464244055,3.587697952510829,2.1951136188518103,0.3796558987810013,2.9750207594969518,2.8705540988119433,0.5210164197964882,3.8798980195326656,2.7027149067220124,0.6968877755101354,3.564403331209744
l07_b0002,0.7,0.002,202,11,brightness,6000,2881,0.4801666666666667,2.5348000526428223,2.0589489936828613,1.342583179473877,1.3363529443740845,1.7191003244275445,0.6232214981714699,2.731356463716981,2.1881859359329314,0.7081134257556707,3.555319280537194,2.3349634928271694,0.9164775745235966,3.645209703353812,1.5837702902830761,0.36294405281452985,2.7114395400897076,2.058621284638755,0.4550338178087206,3.539844590806543,2.2125345633813573,0.6822426934741966,3.626055203715611
l07_b0002,0.7,0.002,202,12,contrast,6000,1432,0.23866666666666667,3.125485420227051,3.4824411869049072,2.4039113521575928,2.097104549407959,3.0829390004231616,1.2597089655630003,3.6544944754493742,3.757077086603293,1.3760157977073906,4.5035043558018355,3.5632840673750414,1.665489448329682,4.158214429562638,2.8741110549960127,0.6058951690094478,3.585162970217721,3.5640198553016895,0.745177600002717,4.447684940588058,3.3646554138250493,1.1024660398724409,4.073818107235762
l07_b0002,0.7,0.002,202,13,elastic_transform,6000,2164,0.3606666666666667,3.9299156665802,2.303948163986206,1.7476472854614258,1.7756084203720093,2.2446341626099238,0.9324213639171125,2.984891851966346,2.79959365064412,1.024909360973338,3.8007450591028182,2.980352551156026,1.2146432237924283,3.9764409203986806,2.058067985646574,0.49840488473993666,2.937919641111112,2.621924222903383,0.6041571688975448,3.760205741378,2.8032086579420636,0.8071520533496404,3.929242675756978
l07_b0002,0.7,0.002,202,14,pixelate,6000,985,0.16416666666666666,2.7783923149108887,4.344860553741455,2.126943349838257,2.0393521785736084,3.0280975361714413,1.2105897283467433,3.385075640001417,3.8596229220881337,1.339956181154618,4.354512601015253,3.6801841871335297,1.661564870138266,4.076662756872379,2.89711443202456,0.5531000174128058,3.3575041026910735,3.7279740134311243,0.7078474285603555,4.321159394507436,3.5638749377045533,1.1089440993245976,4.046049788313574
l07_b0002,0.7,0.002,202,15,jpeg_compression,6000,2058,0.343,4.216063976287842,2.7813148498535156,1.8522058725357056,1.869408369064331,2.1453764509851685,0.7313902412661417,2.8835762530150397,2.7996674619746535,0.8401183903515003,3.82268927562266,2.8444133705751757,1.007425744036346,3.8034495287225423,2.0171582381567745,0.41975149329436534,2.85111640176074,2.6810936775355336,0.5390428723083298,3.7993941740240125,2.7301058540851018,0.7330062665636072,3.7727316661397006
l07_b0002,0.7,0.002,303,1,gaussian_noise,6000,1573,0.26216666666666666,5.527081489562988,4.23386287689209,5.527081489562988,3.092097043991089,3.7029538701147224,2.9259794116852156,3.97902814685057,3.8773870185430237,2.9581465388583537,4.20401120524824,4.506375705357881,3.5861604224823056,4.833346258771763,3.425689860232674,2.0833241490935404,3.902658747429839,3.601303920658606,2.142390816636657,4.1196843843194415,4.292089703674696,3.076713426605574,4.72393675220185
l07_b0002,0.7,0.002,303,2,shot_noise,6000,1207,0.20116666666666666,4.139256477355957,3.672462224960327,2.7672441005706787,2.310173988342285,3.5244279012740054,2.039310319345672,3.8984184961806427,3.8736708839164202,2.1105868073730067,4.317660552263568,4.0417751253662715,2.3893215765608433,4.457905197014127,3.308956099206984,1.2001315684874647,3.8400120576001524,3.6640991710904043,1.299163092206846,4.259650568380713,3.8392586757560547,1.7172283185460508,4.373640199050958
l07_b0002,0.7,0.002,303,3,impulse_noise,6000,2027,0.3378333333333333,3.624936103820801,2.6195223331451416,1.515482783317566,1.4404617547988892,2.974158996857917,1.633288795977994,3.658262670953967,3.293178950089372,1.6939262467630753,4.1091077770821745,3.22629094389964,1.7748027383453115,3.9668312390566047,2.7483791908830337,1.0700630637377282,3.6046456871638144,3.077012729664631,1.1472441933696116,4.061568688151919,3.0108789929009276,1.2437760557414108,3.9124439699012683
l07_b0002,0.7,0.002,303,4,defocus_blur,6000,2570,0.42833333333333334,3.0373685359954834,2.097292184829712,1.1823917627334595,1.151819109916687,2.1874746005821204,0.9066878235907965,3.147131165266581,2.6304280961799913,0.9888516912820821,3.860413915593292,2.5783689725710315,1.0790913339521269,3.7017344335770357,2.0101093748916092,0.5206110779036013,3.126147457474461,2.4577128148164245,0.6146486590088545,3.838667590450666,2.4099592609301053,0.7190695793117313,3.6768940952622393
l07_b0002,0.7,0.002,303,5,glass_blur,6000,1377,0.2295,3.2092785835266113,3.265277624130249,2.0108563899993896,1.9657917022705078,3.08358655790623,1.3548120154254937,3.5985168077431267,3.6401053837311315,1.4615102875175827,4.289018524004991,3.474762515524589,1.6466007682364674,4.019296092426112,2.900887005390974,0.7087809895483483,3.553824488370704,3.471794421396825,0.841290515544918,4.255312456949079,3.3250232015379266,1.1256977433150401,3.9801110570371496
l07_b0002,0.7,0.002,303,6,motion_blur,6000,2545,0.4241666666666667,2.893751382827759,2.042666435241699,1.2755675315856934,1.2621511220932007,2.1142496477917185,0.8602857722724074,3.03793649676325,2.5963683735730787,0.9374961805313556,3.81831619739108,2.598522296446364,1.0626420227892,3.7298725993284116,1.9382673486811828,0.5018954254698109,2.9963184469656796,2.429274080525481,0.5903342126284543,3.7838622031876903,2.427634748417024,0.7237011249702585,3.68277543486334
l07_b0002,0.7,0.002,303,7,zoom_blur,6000,2728,0.45466666666666666,1.9974853992462158,2.1089975833892822,1.1669188737869263,1.1709729433059692,1.7482155667514094,0.5369084564676608,2.758131763833948,2.296041302119612,0.6218150017532073,3.6919121295644612,2.3352683228301054,0.7552185820330848,3.652620307210998,1.6114181076232883,0.2678741243454506,2.731585585123882,2.16787942080062,0.3620600990541129,3.6734647232836504,2.210763874829956,0.5082045534322127,3.630257098782597
l07_b0002,0.7,0.002,303,8,snow,6000,2007,0.3345,3.192903995513916,2.569462299346924,1.7004669904708862,1.6689836978912354,2.2550688741623155,0.7254681930028194,3.0238914554513476,2.935432548035101,0.8419330575602006,3.98768736330761,2.7968077061077,1.0093283063822225,3.6952477650230597,2.129248565770088,0.36723739039988984,3.0148875412191223,2.8135250506035434,0.49768459762746486,3.9775350153225486,2.6787117686419353,0.6870489397401371,3.6797804632589948
l07_b0002,0.7,0.002,303,9,frost,6000,1922,0.32033333333333336,2.441563129425049,2.7875444889068604,1.8702280521392822,1.8397635221481323,2.1469591350432005,0.6501777320238986,2.8524063779571507,2.8690661332839524,0.7769979794637393,3.855077656492007,2.706038931677271,1.0081906023234983,3.5062509201564147,2.031208859272996,0.34122564667889677,2.8277139437766423,2.7579881355418503,0.4803664249872036,3.8314528063819764,2.609951036273111,0.7640304129097949,3.479950898486033
l07_b0002,0.7,0.002,303,10,fog,6000,1770,0.295,2.8616015911102295,2.4192466735839844,1.775660753250122,1.6777602434158325,2.296835666898565,0.77966542298555,2.9316799533586204,3.025812516449853,0.9165129523047454,3.9084272276878798,2.743506836100951,1.0168559121502774,3.466006158888822,2.1631389857016803,0.3819721041690428,2.9084499503146284,2.9031482938306925,0.5350215194440981,3.8940665894960063,2.610904803687395,0.6681896860191558,3.423813966399638
l07_b0002,0.7,0.002,303,11,brightness,6000,2867,0.47783333333333333,2.593731164932251,1.9964721202850342,1.2993379831314087,1.2985033988952637,1.6195034989436532,0.5876111695531813,2.563785435861137,2.150669276481481,0.6735068674957677,3.502416683619061,2.2668079004332484,0.860002466177487,3.5541718263864146,1.4862960653138437,0.33552036970618965,2.5393678557087194,2.0230593005203117,0.429222874099232,3.4815747919180873,2.141853615527551,0.6245596568831014,3.530325297440617
l07_b0002,0.7,0.002,303,12,contrast,6000,1343,0.22383333333333333,2.4786572456359863,3.6793575286865234,2.2905588150024414,2.088179588317871,3.3043354255505935,1.3020561454715955,3.8817588898293343,3.9368894358686313,1.4244626890207206,4.661430797478412,3.5830833392421666,1.5843882272381522,4.159473190094947,3.1289744519108056,0.6604372577403047,3.8408588091732034,3.7788452618881094,0.8059640581469788,4.636173897624494,3.41413039310791,1.000433168251646,4.110199831154285
l07_b0002,0.7,0.002,303,13,elastic_transform,6000,2094,0.349,4.364898204803467,2.9983932971954346,1.7698243856430054,1.825620174407959,2.3667402019681023,0.9276948423406751,3.138209987697707,2.957012611984241,1.0257189847837334,3.9923758622038665,3.0557300439960704,1.1625171448574563,4.070678280247035,2.196593734335231,0.49603758806875764,3.1082590109051207,2.792413347513322,0.6070031183596465,3.9640080786571517,2.897226948914658,0.767021106202945,4.039226701766254
l07_b0002,0.7,0.002,303,14,pixelate,6000,956,0.15933333333333333,3.2665748596191406,3.777862310409546,2.2279179096221924,2.0653316974639893,2.958612028967146,1.1414770256087436,3.3030174736956632,3.9001569977557713,1.2687820785569066,4.398887057778393,3.5493640809431897,1.551477437737454,3.92802776668956,2.8341778382187575,0.5253886864411822,3.2717675347095097,3.7661897428553752,0.677042931980667,4.351682278778496,3.4208939516778436,1.0190433075262173,3.8761217898635985
l07_b0002,0.7,0.002,303,15,jpeg_compression,6000,2020,0.33666666666666667,4.0728302001953125,2.6327662467956543,1.9176069498062134,1.9290226697921753,2.2753121676589614,0.7142832106984395,3.067593196066059,2.9147479707595254,0.8313865844185984,3.972132392972761,2.950266565473619,1.0469234775558165,3.9162849166278817,2.145355658248267,0.3856568440938576,3.038469126738696,2.793768948668448,0.5150192390686401,3.950320308817095,2.8321574001821825,0.7563671114232801,3.885699205029667
l07_b0002,0.7,0.002,404,1,gaussian_noise,6000,1665,0.2775,5.527081489562988,4.352935791015625,5.527081489562988,3.5393173694610596,3.6914726314622257,2.840646117053619,4.018260669868298,3.825705447993124,2.8776353800744157,4.189843086536293,4.65541919412025,3.7390836864735078,5.007368126122978,3.3743581920378487,2.0676535843454884,3.8762412766532526,3.5196132888122342,2.1225532206230606,4.056200373826068,4.475821654020013,3.326121654358699,4.917401930706536
l07_b0002,0.7,0.002,404,2,shot_noise,6000,1216,0.20266666666666666,4.3117570877075195,3.844831943511963,3.163332939147949,2.729255437850952,3.5427217205326107,2.227599940823436,3.877000166211197,3.8575855672590156,2.283125168594937,4.257782859227144,4.252140614800097,2.6319503892584493,4.663961541693625,3.335497183816699,1.4182384305288895,3.8228271679299892,3.657965279181245,1.4977491765907778,4.207050308602231,4.0866062757742645,2.0323791894018526,4.608750953246848
l07_b0002,0.7,0.002,404,3,impulse_noise,6000,1870,0.31166666666666665,4.006134033203125,2.513756275177002,1.764190435409546,1.5983471870422363,3.1304016857715995,1.8445414841431602,3.7126192589060247,3.4509111327712767,1.905199033528126,4.150785618385004,3.412772646367462,1.9973640010923797,4.0536477472547245,2.9008070759546736,1.2723512592050934,3.638146634628214,3.2276357935329645,1.3473174364562428,4.079014807512013,3.187984267638463,1.4581157076414393,3.9712419449252523
l07_b0002,0.7,0.002,404,4,defocus_blur,6000,2571,0.4285,2.6035189628601074,1.8181360960006714,1.1451365947723389,1.125026822090149,2.2212799036142226,0.9509957454567746,3.1737151823027046,2.6558843078872822,1.030331730754183,3.874693195554009,2.5552721774784812,1.1199312946562632,3.6314638980197262,2.0134618543994294,0.5370022987966274,3.1204835859406383,2.4603370318317945,0.6296964801087197,3.832917043053735,2.362660108231159,0.734827365527419,3.583178621351985
l07_b0002,0.7,0.002,404,5,glass_blur,6000,1367,0.22783333333333333,3.1538329124450684,3.5726325511932373,2.102186441421509,2.0584189891815186,3.0350360121360507,1.2881927595331986,3.550454688222408,3.612412381350155,1.3876766045713025,4.268836686736878,3.5824836736152488,1.6901925124377069,4.140817802112916,2.8571613647207768,0.6173503306937681,3.518033733275691,3.445390553142098,0.7455334520420865,4.242002825363923,3.4362292843939026,1.1505122606227431,4.110646545670652
l07_b0002,0.7,0.002,404,6,motion_blur,6000,2481,0.4135,3.1098082065582275,2.2364883422851562,1.2679319381713867,1.2634360790252686,2.129678487813966,0.854674730574851,3.02859418025791,2.5977985617258423,0.9326542002092216,3.771775021209427,2.620421176444829,1.066990174446527,3.7156363841622997,1.9709838783276854,0.5056977592898977,3.004054313489023,2.4442108145253596,0.5935498137903007,3.7489820401075367,2.464174633686156,0.7352865044525398,3.6830923513981757
